,Address Type,Address Requested,Address Delivered,Addresses Match?,Annual Sunlight (Hours),Roof Area (sq ft),Savings Estimate ($),Recommended Installation Size (kW),Recommended Area (sq ft)
799,Commercial,"3950 SCENIC RIDGE, Traverse City, Michigan, USA","3950 Scenic Ridge, Traverse City, MI 49684, USA",1,1448,758,5000,6.5,458.0
800,Commercial,"703 PARSONS RD, Traverse City, Michigan, USA","707 Parsons Rd, Traverse City, MI 49686, USA",0,1210,1691,4000,7.0,493.0
801,Commercial,"1033 1/2 E EIGHTH ST, Traverse City, Michigan, USA","908 E Eighth St, Traverse City, MI 49686, USA",0,1418,3577,6000,6.0,423.0
802,Commercial,"1211 E FRONT ST, Traverse City, Michigan, USA","1213 E Front St, Traverse City, MI 49686, USA",0,1313,15680,5000,6.3,440.0
803,Commercial,"551 S GARFIELD AVE, Traverse City, Michigan, USA","551-A S Garfield Ave, Traverse City, MI 49686, USA",0,1367,3347,6000,6.3,440.0
804,Commercial,"1225 W FRONT ST, Traverse City, Michigan, USA","1225 W Front St, Traverse City, MI 49684, USA",1,1348,5726,6000,6.3,440.0
805,Commercial,"1603 BARLOW ST, Traverse City, Michigan, USA","1603 Barlow St, Traverse City, MI 49686, USA",1,1369,969,6000,6.3,440.0
806,Commercial,"807 AIRPORT ACCESS RD, Traverse City, Michigan, USA","807 Airport Access Rd d, Traverse City, MI 49686, USA",1,1326,156063,7000,5.8,405.0
807,Commercial,"1010 S GARFIELD AVE, Traverse City, Michigan, USA","1010 S Garfield Ave, Traverse City, MI 49686, USA",1,1078,2942,2000,8.3,581.0
808,Commercial,"880 PARSONS RD, Traverse City, Michigan, USA","880 Parsons Rd, Traverse City, MI 49686, USA",1,1330,111418,6000,6.0,423.0
809,Commercial,"914 E FRONT ST UNIT, Traverse City, Michigan, USA","914 E Front St, Traverse City, MI 49686, USA",1,1146,476,600,6.8,476.0
810,Commercial,"155 E FRONT ST, Traverse City, Michigan, USA","153 1/2 E Front St Suite C, Traverse City, MI 49684, USA",0,1374,1815,5000,6.3,440.0
811,Commercial,"1140 AIRPORT ACCESS RD, Traverse City, Michigan, USA","1140 Airport Access Rd, Traverse City, MI 49686, USA",1,1356,3982,6000,6.0,423.0
812,Commercial,"415 1/2 S UNION ST, Traverse City, Michigan, USA","415 S. Union St Second Floor, 415 S Union St, Traverse City, MI 49684, USA",1,1366,1779,6000,6.3,440.0
813,Commercial,"141 RIVERS EDGE DR, Traverse City, Michigan, USA","310 Cass St, Traverse City, MI 49684, USA",0,1394,11963,6000,6.0,423.0
814,Commercial,"905 WOODMERE AVE, Traverse City, Michigan, USA","907 Woodmere Ave, Traverse City, MI 49686, USA",0,1318,7946,5000,6.3,440.0
815,Commercial,"0 E SOUTH AIRPORT RD, Traverse City, Michigan, USA",Not Found,,,,,,
816,Commercial,"1566 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
817,Commercial,"3633 MARKETPLACE CR, Traverse City, Michigan, USA",Not Found,,,,,,
818,Commercial,"613 W FOURTEENTH ST, Traverse City, Michigan, USA","613 W Fourteenth St, Traverse City, MI 49684, USA",1,1448,1938,7000,5.8,405.0
819,Commercial,"739 WOODMERE AVE, Traverse City, Michigan, USA","739 Woodmere Ave, Traverse City, MI 49686, USA",1,1331,10342,5000,6.3,440.0
820,Commercial,"1765 PARK DR, Traverse City, Michigan, USA","1765 Park Dr, Traverse City, MI 49686, USA",1,1299,1762,5000,6.5,458.0
821,Commercial,"1004 E EIGHTH ST, Traverse City, Michigan, USA","1004 E Eighth St, Traverse City, MI 49686, USA",1,1153,828,3000,7.8,546.0
822,Commercial,"155 GARLAND ST, Traverse City, Michigan, USA","205 Garland St, Traverse City, MI 49684, USA",0,1321,2185,6000,6.3,440.0
823,Commercial,"1125 HASTINGS ST, Traverse City, Michigan, USA","1125 Hastings St, Traverse City, MI 49686, USA",1,1428,3013,6000,6.0,423.0
824,Commercial,"3220 RACQUET CLUB DR, Traverse City, Michigan, USA","3210 Racquet Club Dr, Traverse City, MI 49684, USA",0,1399,3506,6000,6.0,423.0
825,Commercial,"2823 CASS RD, Traverse City, Michigan, USA","2823 Cass Rd, Traverse City, MI 49684, USA",1,1321,22340,6000,6.3,440.0
826,Commercial,"1760 FOREST RIDGE DR, Traverse City, Michigan, USA","1760 Forest Ridge Dr, Traverse City, MI 49686, USA",1,1309,4140,5000,6.5,458.0
827,Commercial,"2299 TRAVERSEFIELD DR, Traverse City, Michigan, USA","2299 Traversefield Dr, Traverse City, MI 49686, USA",1,1376,25617,6000,6.0,423.0
828,Commercial,"688 BAY HILL DR, Traverse City, Michigan, USA","625 Bay Hill Dr, Traverse City, MI 49684, USA",0,1344,6713,6000,6.3,440.0
829,Commercial,"333 W GRANDVIEW PKWY -3RD, Traverse City, Michigan, USA","333 W Grandview Pkwy, Traverse City, MI 49684, USA",1,1329,11822,6000,6.3,440.0
830,Commercial,"1000 HASTINGS ST, Traverse City, Michigan, USA","1000 Hastings St, Traverse City, MI 49686, USA",1,1373,3066,6000,6.3,440.0
831,Commercial,"1024 E FRONT ST, Traverse City, Michigan, USA","1024 E Front St, Traverse City, MI 49686, USA",1,1262,634,2000,8.0,564.0
832,Commercial,"204 E FRONT ST, Traverse City, Michigan, USA","107 Cass St ste d, Traverse City, MI 49684, USA",0,1348,12157,6000,6.0,423.0
833,Commercial,"140 E FRONT ST, Traverse City, Michigan, USA","140 E Front St # B, Traverse City, MI 49684, USA",1,1387,5197,6000,6.0,423.0
834,Commercial,"13922 S WEST BAY SHORE DR, Traverse City, Michigan, USA","13936 S W Bay Shore Dr, Traverse City, MI 49684, USA",0,1389,2149,6000,6.3,440.0
835,Commercial,"221 GARLAND ST, Traverse City, Michigan, USA","221 Garland St, Traverse City, MI 49684, USA",1,1327,7083,6000,6.3,440.0
836,Commercial,"124 CASS ST, Traverse City, Michigan, USA","124 Cass St, Traverse City, MI 49684, USA",1,1364,810,5000,6.3,440.0
837,Commercial,"1650 BARLOW ST, Traverse City, Michigan, USA","1650 Barlow St, Traverse City, MI 49686, USA",1,1229,2185,4000,6.8,476.0
838,Commercial,"630 S GARFIELD AVE, Traverse City, Michigan, USA",Not Found,,,,,,
839,Commercial,"1525 S DIVISION ST, Traverse City, Michigan, USA","1545 S Division St Suite 118, Traverse City, MI 49684, USA",0,1302,12280,5000,6.3,440.0
840,Commercial,"1702 BAY HILL TER, Traverse City, Michigan, USA","1704 Bay Hill Terrace, Traverse City, MI 49684, USA",0,1416,4475,6000,5.8,405.0
841,Commercial,"950 PARSONS RD, Traverse City, Michigan, USA","936 Mitchell St, Traverse City, MI 49686, USA",0,1155,669,2000,8.0,564.0
842,Commercial,"500 S UNION ST SUITE, Traverse City, Michigan, USA","500 S Union St Suite 4, Traverse City, MI 49684, USA",1,1247,3136,4000,6.8,476.0
843,Commercial,"733 WOODMERE AVE, Traverse City, Michigan, USA","739 Woodmere Ave, Traverse City, MI 49686, USA",0,1331,10342,5000,6.3,440.0
844,Commercial,"205 E FRONT ST, Traverse City, Michigan, USA","207 E Front St, Traverse City, MI 49684, USA",0,1093,934,2000,8.0,564.0
845,Commercial,"181 E GRANDVIEW PKWY, Traverse City, Michigan, USA","181 E Grandview Pkwy, Traverse City, MI 49684, USA",1,1321,2731,5000,6.3,440.0
846,Commercial,"752 MUNSON AVE BUS, Traverse City, Michigan, USA","752 Munson Ave, Traverse City, MI 49686, USA",1,1352,2202,6000,6.3,440.0
847,Commercial,"1020 HASTINGS ST, Traverse City, Michigan, USA","1020 Hastings St # 105, Traverse City, MI 49686, USA",1,1295,12615,5000,6.5,458.0
848,Commercial,"1132 S GARFIELD AVE, Traverse City, Michigan, USA","1132 S Garfield Ave, Traverse City, MI 49686, USA",1,1320,4457,5000,6.3,440.0
849,Commercial,"2314 SYBRANDT RD, Traverse City, Michigan, USA","2314 Sybrandt Rd, Traverse City, MI 49684, USA",1,1357,159552,7000,5.8,405.0
850,Commercial,"678 BAY HILL DR, Traverse City, Michigan, USA","625 Bay Hill Dr, Traverse City, MI 49684, USA",0,1344,6713,6000,6.3,440.0
851,Commercial,"400 W FRONT ST, Traverse City, Michigan, USA","400 W Front St #206, Traverse City, MI 49684, USA",1,1435,6572,6000,6.0,423.0
852,Commercial,"149 E STATE ST, Traverse City, Michigan, USA","159 E State St, Traverse City, MI 49684, USA",0,1312,4440,5000,6.3,440.0
853,Commercial,"601 RIVERINE DR, Traverse City, Michigan, USA","601 Riverine Dr, Traverse City, MI 49684, USA",1,1400,5286,6000,6.0,423.0
854,Commercial,"818 RED DR STE, Traverse City, Michigan, USA","818 Red Dr, Traverse City, MI 49684, USA",1,1296,2660,5000,6.5,458.0
855,Commercial,"613 RANDOLPH ST, Traverse City, Michigan, USA","607 Randolph St Suite 102, Traverse City, MI 49684, USA",0,1434,405,2000,5.8,405.0
856,Commercial,"527 E EIGHTH ST, Traverse City, Michigan, USA","541 E Eighth St, Traverse City, MI 49686, USA",0,1320,5603,6000,6.3,440.0
857,Commercial,"0 CEMETERY PITS, Traverse City, Michigan, USA",Not Found,,,,,,
858,Commercial,"1995 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
859,Commercial,"102 1/2 E FRONT ST, Traverse City, Michigan, USA","102 E Front St, Traverse City, MI 49684, USA",1,1393,3841,6000,6.0,423.0
860,Commercial,"2151 CASS RD, Traverse City, Michigan, USA",Not Found,,,,,,
861,Commercial,"611 LAKE AVE, Traverse City, Michigan, USA","611 Lake Ave, Traverse City, MI 49684, USA",1,1346,8809,6000,6.0,423.0
862,Commercial,"122 CASS ST, Traverse City, Michigan, USA","122 Cass St, Traverse City, MI 49684, USA",1,1411,987,6000,6.3,440.0
863,Commercial,"1321 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1299 W South Airport Rd, Traverse City, MI 49686, USA",0,1285,4475,5000,6.5,458.0
864,Commercial,"1000 AIRPORT ACCESS RD, Traverse City, Michigan, USA","1275 Airport Access Rd, Traverse City, MI 49686, USA",0,1320,8016,6000,6.3,440.0
865,Commercial,"718 MUNSON AVE, Traverse City, Michigan, USA",Not Found,,,,,,
866,Commercial,"139 E FRONT ST, Traverse City, Michigan, USA","141 E Front St, Traverse City, MI 49684, USA",0,1284,2255,5000,6.5,458.0
867,Commercial,"949 LAKE RIDGE DR, Traverse City, Michigan, USA","990 Lake Ridge Dr, Traverse City, MI 49684, USA",0,1453,211,600,3.0,211.0
868,Commercial,"810 S GARFIELD AVE, Traverse City, Michigan, USA","804 S Garfield Ave Suite A, Traverse City, MI 49686, USA",0,1212,3347,4000,7.0,493.0
869,Commercial,"651 BAY HILL DR, Traverse City, Michigan, USA","651 Bay Hill Dr, Traverse City, MI 49684, USA",1,1445,4087,7000,5.8,405.0
870,Commercial,"521 S UNION ST, Traverse City, Michigan, USA","521 S Union St, Traverse City, MI 49684, USA",1,1314,3488,5000,6.3,440.0
871,Commercial,"515 WELLINGTON ST, Traverse City, Michigan, USA","515 Wellington St, Traverse City, MI 49686, USA",1,1328,3083,6000,6.3,440.0
872,Commercial,"1330 (10575502) AIRPORT ACCESS RD, Traverse City, Michigan, USA",Not Found,,,,,,
873,Commercial,"124 N MAPLE ST, Traverse City, Michigan, USA","124 N Maple St, Traverse City, MI 49684, USA",1,1175,1920,4000,7.3,511.0
874,Commercial,"2674 CASS RD, Traverse City, Michigan, USA",Not Found,,,,,,
875,Commercial,"2823 CASS RD, Traverse City, Michigan, USA","2823 Cass Rd, Traverse City, MI 49684, USA",1,1321,22340,6000,6.3,440.0
876,Commercial,"13896 S WEST BAY SHORE DR, Traverse City, Michigan, USA","13896 S W Bay Shore Dr, Traverse City, MI 49684, USA",1,1408,3207,6000,6.3,440.0
877,Commercial,"1149 S GARFIELD AVE, Traverse City, Michigan, USA","1137 S Garfield Ave, Traverse City, MI 49686, USA",0,1328,27273,6000,6.3,440.0
878,Commercial,"847 S GARFIELD AVE, Traverse City, Michigan, USA","852 S Garfield Ave, Traverse City, MI 49686, USA",0,1327,4017,5000,6.5,458.0
879,Commercial,"205 E FRONT ST, Traverse City, Michigan, USA","207 E Front St, Traverse City, MI 49684, USA",0,1093,934,2000,8.0,564.0
880,Commercial,"1111 E FRONT ST, Traverse City, Michigan, USA","1139 E Front St, Traverse City, MI 49686, USA",0,1318,7611,6000,6.3,440.0
881,Commercial,"861 ROBINWOOD CT, Traverse City, Michigan, USA","869 Robinwood Ct, Traverse City, MI 49686, USA",0,1263,3717,5000,6.5,458.0
882,Commercial,"1616 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1616 W South Airport Rd, Traverse City, MI 49686, USA",1,1414,3506,6000,5.8,405.0
883,Commercial,"1224 CENTRE ST, Traverse City, Michigan, USA","1224 Centre St, Traverse City, MI 49686, USA",1,1304,2026,5000,6.3,440.0
884,Commercial,"3639 MARKETPLACE CR, Traverse City, Michigan, USA","3639 Marketplace Cir, Traverse City, MI 49684, USA",1,1341,19680,6000,6.3,440.0
885,Commercial,"1516 BARLOW ST GAS, Traverse City, Michigan, USA","1516 Barlow St, Traverse City, MI 49686, USA",1,1340,5796,6000,6.3,440.0
886,Commercial,"1001 BAY ST STE, Traverse City, Michigan, USA","1001 Bay St, Traverse City, MI 49684, USA",1,1304,5638,5000,6.5,458.0
887,Commercial,"831 S GARFIELD AVE, Traverse City, Michigan, USA","801 S Garfield Ave, Traverse City, MI 49686, USA",0,1446,18129,7000,5.8,405.0
888,Commercial,"1126 S GARFIELD AVE, Traverse City, Michigan, USA","1128 S Garfield Ave, Traverse City, MI 49686, USA",0,1311,3911,5000,6.3,440.0
889,Commercial,"421 SECOND ST 2ND, Traverse City, Michigan, USA","421 Second St, Traverse City, MI 49684, USA",1,1376,2061,5000,6.3,440.0
890,Commercial,"100 HOPE ST, Traverse City, Michigan, USA","100 Hope St, Traverse City, MI 49686, USA",1,1414,3259,6000,6.0,423.0
891,Commercial,"899 CARVER ST, Traverse City, Michigan, USA",Not Found,,,,,,
892,Commercial,"651 BAY HILL DR, Traverse City, Michigan, USA","651 Bay Hill Dr, Traverse City, MI 49684, USA",1,1445,4087,7000,5.8,405.0
893,Commercial,"3066 N GARFIELD RD, Traverse City, Michigan, USA","3066 N Garfield Rd, Traverse City, MI 49686, USA",1,1177,669,3000,7.8,546.0
894,Commercial,"803 S GARFIELD AVE, Traverse City, Michigan, USA","801 S Garfield Ave, Traverse City, MI 49686, USA",0,1446,18129,7000,5.8,405.0
895,Commercial,"1525 S DIVISION ST, Traverse City, Michigan, USA","1545 S Division St Suite 118, Traverse City, MI 49684, USA",0,1302,12280,5000,6.3,440.0
896,Commercial,"525 S UNION ST, Traverse City, Michigan, USA","525 S Union St, Traverse City, MI 49684, USA",1,1433,669,6000,6.0,423.0
897,Commercial,"807 W FRONT ST, Traverse City, Michigan, USA","801 W Front St, Traverse City, MI 49684, USA",0,1360,6184,6000,6.0,423.0
898,Commercial,"121 S GARFIELD AVE, Traverse City, Michigan, USA","121 S Garfield Ave A, Traverse City, MI 49686, USA",1,1322,4228,6000,6.3,440.0
899,Commercial,"3180 RACQUET CLUB DR, Traverse City, Michigan, USA","3180 Racquet Club Dr, Traverse City, MI 49684, USA",1,1433,7558,6000,5.8,405.0
900,Commercial,"735 WOODMERE AVE, Traverse City, Michigan, USA","739 Woodmere Ave, Traverse City, MI 49686, USA",0,1331,10342,5000,6.3,440.0
901,Commercial,"403 E STATE ST, Traverse City, Michigan, USA","403 E State St, Traverse City, MI 49686, USA",1,1347,2625,6000,6.3,440.0
902,Commercial,"540 N SPRUCE ST, Traverse City, Michigan, USA","542 N Spruce St, Traverse City, MI 49684, USA",0,1301,1251,5000,6.5,458.0
903,Commercial,"114 E FRONT ST, Traverse City, Michigan, USA","114 E Front St # 205, Traverse City, MI 49684, USA",1,1250,4686,5000,6.8,476.0
904,Commercial,"711 WADSWORTH ST, Traverse City, Michigan, USA",Not Found,,,,,,
905,Commercial,"914 E FRONT ST UNIT, Traverse City, Michigan, USA","914 E Front St, Traverse City, MI 49686, USA",1,1146,476,600,6.8,476.0
906,Commercial,"128 S UNION ST STE, Traverse City, Michigan, USA","128 S Union St, Traverse City, MI 49684, USA",1,1435,5726,6000,5.8,405.0
907,Commercial,"510 W FOURTEENTH ST, Traverse City, Michigan, USA","524 W Fourteenth St, Traverse City, MI 49684, USA",0,1351,8369,6000,6.3,440.0
908,Commercial,"1316 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1316 W South Airport Rd, Traverse City, MI 49686, USA",1,1315,4193,6000,6.3,440.0
909,Commercial,"118 E FRONT ST, Traverse City, Michigan, USA","118 1/2 E Front St, Traverse City, MI 49684, USA",1,1323,3066,6000,6.3,440.0
910,Commercial,"3609 CASS RD, Traverse City, Michigan, USA",Not Found,,,,,,
911,Commercial,"1779 S GARFIELD AVE, Traverse City, Michigan, USA","1781 S Garfield Ave, Traverse City, MI 49686, USA",0,1331,13531,6000,6.3,440.0
912,Commercial,"0 E FRONT ST/MILLIKEN ST, Traverse City, Michigan, USA",Not Found,,,,,,
913,Commercial,"440 MUNSON AVE, Traverse City, Michigan, USA","460 Munson Ave US HWY 31, Traverse City, MI 49686, USA",0,1411,14429,6000,5.8,405.0
914,Commercial,"436 W FRONT ST, Traverse City, Michigan, USA","436 W Front St, Traverse City, MI 49684, USA",1,1316,6924,6000,6.3,440.0
915,Commercial,"1671 BAY HILL TER, Traverse City, Michigan, USA","1677 Bay Hill Terrace, Traverse City, MI 49684, USA",0,1410,4616,6000,6.0,423.0
916,Commercial,"3153 CASS RD, Traverse City, Michigan, USA","3153 Cass Rd, Traverse City, MI 49684, USA",1,1427,6889,6000,5.8,405.0
917,Commercial,"0 UNION ST HOLIDAY LIGHTS, Traverse City, Michigan, USA","828 S Union St, Traverse City, MI 49684, USA",0,1418,634,3000,7.8,546.0
918,Commercial,"2815 CASS RD, Traverse City, Michigan, USA","2811 Cass Rd, Traverse City, MI 49684, USA",0,1325,6818,6000,6.3,440.0
919,Commercial,"3139 LOGAN VALLEY RD, Traverse City, Michigan, USA","3141 Logan Valley Rd, Traverse City, MI 49684, USA",0,1431,2995,6000,5.8,405.0
920,Commercial,"2807 CASS RD, Traverse City, Michigan, USA","2807 Cass Rd, Traverse City, MI 49684, USA",1,1337,7171,6000,6.3,440.0
921,Commercial,"1701 E FRONT ST, Traverse City, Michigan, USA",Not Found,,,,,,
922,Commercial,"123 1/2 E FRONT ST, Traverse City, Michigan, USA","123 E Front St, Traverse City, MI 49684, USA",1,1280,1374,5000,6.8,476.0
923,Commercial,"333 W GRANDVIEW PKWY -5TH, Traverse City, Michigan, USA","333 W Grandview Pkwy, Traverse City, MI 49684, USA",1,1329,11822,6000,6.3,440.0
924,Commercial,"223 LAKE AVE B, Traverse City, Michigan, USA","227 Lake Ave, Traverse City, MI 49684, USA",0,1332,5532,6000,6.3,440.0
925,Commercial,"3191 LOGAN VALLEY RD, Traverse City, Michigan, USA","3241 Racquet Club Dr, Traverse City, MI 49684, USA",0,1446,7047,7000,5.8,405.0
926,Commercial,"810 S GARFIELD AVE, Traverse City, Michigan, USA","804 S Garfield Ave Suite A, Traverse City, MI 49686, USA",0,1212,3347,4000,7.0,493.0
927,Commercial,"1631 BAY HILL TER, Traverse City, Michigan, USA","571 Georgetown Pl, Traverse City, MI 49684, USA",0,1384,705,3000,7.5,529.0
928,Commercial,"631 WOODMERE AVE, Traverse City, Michigan, USA","631 Woodmere Ave, Traverse City, MI 49686, USA",1,1322,9514,6000,6.3,440.0
929,Commercial,"403 E STATE ST, Traverse City, Michigan, USA","403 E State St, Traverse City, MI 49686, USA",1,1347,2625,6000,6.3,440.0
930,Commercial,"701 E STATE ST, Traverse City, Michigan, USA","701 E State St, Traverse City, MI 49686, USA",1,1451,1938,6000,6.3,440.0
931,Commercial,"236 1/2 E FRONT ST, Traverse City, Michigan, USA","240 E Front St, Traverse City, MI 49684, USA",0,1389,4845,6000,6.3,440.0
932,Commercial,"148 E FRONT ST, Traverse City, Michigan, USA","148 E Front St, Traverse City, MI 49684, USA",1,1335,4246,6000,6.3,440.0
933,Commercial,"2000 RANDOLPH ST, Traverse City, Michigan, USA",Not Found,,,,,,
934,Commercial,"537 BAY ST, Traverse City, Michigan, USA","539 Bay St, Traverse City, MI 49684, USA",0,1278,2731,5000,6.5,458.0
935,Commercial,"731 WOODMERE AVE, Traverse City, Michigan, USA","739 Woodmere Ave, Traverse City, MI 49686, USA",0,1331,10342,5000,6.3,440.0
936,Commercial,"243 E STATE ST, Traverse City, Michigan, USA","231 E State St, Traverse City, MI 49684, USA",0,1439,529,2000,7.5,529.0
937,Commercial,"13890 S WEST BAY SHORE DR, Traverse City, Michigan, USA","13890 S W Bay Shore Dr, Traverse City, MI 49684, USA",1,1378,1832,5000,6.3,440.0
938,Commercial,"2877 GLEN DR, Traverse City, Michigan, USA","2877 Glen Dr, Traverse City, MI 49686, USA",1,1435,3647,7000,5.8,405.0
939,Commercial,"1212 VETERANS DR, Traverse City, Michigan, USA","1212 Veterans Dr, Traverse City, MI 49684, USA",1,1435,2731,7000,5.8,405.0
940,Commercial,"2615 N US 31 SOUTH, Traverse City, Michigan, USA",Not Found,,,,,,
941,Commercial,"1121 E EIGHTH ST, Traverse City, Michigan, USA","1121 E Eighth St, Traverse City, MI 49686, USA",1,1334,10730,6000,6.3,440.0
942,Commercial,"1023 E EIGHTH ST, Traverse City, Michigan, USA","1023 E Eighth St, Traverse City, MI 49686, USA",1,1316,6025,5000,6.3,440.0
943,Commercial,"333 W GRANDVIEW PKWY HEAT/, Traverse City, Michigan, USA","333 W Grandview Pkwy, Traverse City, MI 49684, USA",1,1329,11822,6000,6.3,440.0
944,Commercial,"1025 E EIGHTH ST, Traverse City, Michigan, USA","1023 E Eighth St, Traverse City, MI 49686, USA",0,1316,6025,5000,6.3,440.0
945,Commercial,"10923 EAST TRAVERSE HWY, Traverse City, Michigan, USA","10923 E Traverse Hwy, Traverse City, MI 49684, USA",1,1287,1339,5000,6.8,476.0
946,Commercial,"870 E FRONT ST, Traverse City, Michigan, USA","872 E Front St, Traverse City, MI 49686, USA",0,1252,2079,4000,7.0,493.0
947,Commercial,"900 E FRONT ST, Traverse City, Michigan, USA","900 E Front St, Traverse City, MI 49686, USA",1,1442,2396,6000,6.0,423.0
